ID,Facility Name,Province,Facility Type,District,sub District
348,Ngceza Clinic,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
349,Ngxabangu,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
350,Nququ,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
351,Ntshingeni,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
352,Plumstead,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
353,Qamata,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
354,Qitsi,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
355,Qombolo,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
356,Qumanco J Tribal,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
357,Rodana,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
358,Rwantsana,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
359,Sabalele,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
360,St Mark's,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
361,Tsakana,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
362,Tsomo Village,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
363,U Mncuncuzo,Eastern Cape,Clinic,Chris Hani DM,Intsika Yethu SD
364,Bacclesfarm,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
365,Cradock Gateway,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
366,Cradock Hosp,Eastern Cape,District Hospital,Chris Hani DM,Inxuba Yethemba SD
367,Eluxolweni,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
368,High Street,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
369,Hofmeyer,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
370,Kleinbulhoek,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
371,Kwanonzame New,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
372,Kwanonzame Old,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
373,Lingelihle,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
374,M Venter Hosp,Eastern Cape,District Hospital,Chris Hani DM,Inxuba Yethemba SD
375,Michausdal,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
376,Middelburg Clinic,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
377,Midros,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
378,Mitford,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
379,Philani (Crad),Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
380,Rocklands,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
381,Springrove,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
382,Tarkastad Clinic,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
383,Tentergate,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
384,Thornhill CHC,Eastern Cape,Community Health Centre,Chris Hani DM,Inxuba Yethemba SD
385,W Stahl Hosp,Eastern Cape,District Hospital,Chris Hani DM,Inxuba Yethemba SD
386,Zola,Eastern Cape,Clinic,Chris Hani DM,Inxuba Yethemba SD
387,Cimezile,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
388,Didimana,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
389,Ekuphumleni,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
390,Engojini,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
391,Ezibeleni,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
392,Frontier Hosp,Eastern Cape,Regional Hospital,Chris Hani DM,Lukhanji SD
393,Gardens,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
394,Gwatyu,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
395,Hackney,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
396,Haytor,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
397,Hewu Hosp,Eastern Cape,District Hospital,Chris Hani DM,Lukhanji SD
398,Hukuwa,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
399,Ilinge,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
400,Kamastone,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
401,KB Siswana,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
402,L Ngcana,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
403,Lahlangubo (Qtown),Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
404,Lesseyton Clinic,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
405,Machibini,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
406,Masakhe,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
407,Molteno Clinic,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
408,Molteno Hosp,Eastern Cape,District Hospital,Chris Hani DM,Lukhanji SD
409,Nceduluntu,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
410,New Rest,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
411,Nomonde,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
412,Nomzamo CHC,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
413,Oxton,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
414,Parkvale,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
415,Philani (Queen),Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
416,Pricesdale,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
417,Sada CHC,Eastern Cape,Community Health Centre,Chris Hani DM,Lukhanji SD
418,Shiloh,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
419,Sterkstroom Clinic,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
420,Sterkstroom Hosp,Eastern Cape,District Hospital,Chris Hani DM,Lukhanji SD
421,Tsitsikamma,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
422,Tylden,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
423,Whittlesea,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
424,Yonda,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
425,Zingquthu Clinic,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
426,Zweledinga,Eastern Cape,Clinic,Chris Hani DM,Lukhanji SD
427,All Saints Gateway,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
428,All Saints Hosp,Eastern Cape,District Hospital,Chris Hani DM,Ngcobo SD
429,Bokleni,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
430,Clarkebury,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
431,Elucwecwe,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
432,Eluhewini,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
433,Gqaga,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
434,Gubenxa,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
435,Lahlangubo (Ngcobo),Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
436,Manzana,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
437,Mdanjelwa,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
438,Mgudu,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
439,Mhlopekazi,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
440,Mjanyana Clinic,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
441,Mjanyana Hosp,Eastern Cape,District Hospital,Chris Hani DM,Ngcobo SD
442,Mnyolo,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
443,Ngcobo CHC,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
444,Nkwenkwana,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
445,Ntsimba,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
446,Qebe,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
447,Qumanco,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
448,Tora,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
449,Z Dalasile CHC,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
450,Zabasa,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
451,Zadungeni,Eastern Cape,Clinic,Chris Hani DM,Ngcobo SD
452,Askeaton,Eastern Cape,Clinic,Chris Hani DM,Sakhisizwe SD
453,Beestekraal,Eastern Cape,Clinic,Chris Hani DM,Sakhisizwe SD
454,Cala Hosp,Eastern Cape,District Hospital,Chris Hani DM,Sakhisizwe SD
455,Elliot Clinic,Eastern Cape,Clinic,Chris Hani DM,Sakhisizwe SD
456,Elliot Hosp,Eastern Cape,District Hospital,Chris Hani DM,Sakhisizwe SD
457,Manzimahle,Eastern Cape,Clinic,Chris Hani DM,Sakhisizwe SD
458,Ncedolwethu,Eastern Cape,Clinic,Chris Hani DM,Sakhisizwe SD
459,Nyalasa Clinic,Eastern Cape,Clinic,Chris Hani DM,Sakhisizwe SD
460,Sifonondile,Eastern Cape,Clinic,Chris Hani DM,Sakhisizwe SD
461,Tembelihle,Eastern Cape,Clinic,Chris Hani DM,Sakhisizwe SD
462,Thembalethu,Eastern Cape,Clinic,Chris Hani DM,Sakhisizwe SD
463,Tsengiwe,Eastern Cape,Clinic,Chris Hani DM,Sakhisizwe SD
464,U Lafuta,Eastern Cape,Clinic,Chris Hani DM,Sakhisizwe SD
465,Aberdeen Hosp,Eastern Cape,District Hospital,Cacadu DM,Camdeboo SD
466,Aeroville,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
467,Andries Vosloo Hosp,Eastern Cape,District Hospital,Cacadu DM,Camdeboo SD
468,Asherville,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
469,B Ngwentle,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
470,Baviaans,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
471,Bhongweni,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
472,Brug Straat Clinic,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
473,Graaff-Rein Day Hosp,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
474,Gracey,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
475,Horseshoe,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
476,Kroonvale,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
477,Kwazamukucinga,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
478,Lotusville,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
479,Market Square,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
480,Masakhane (Aberdeen),Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
481,Midland Hosp,Eastern Cape,District Hospital,Cacadu DM,Camdeboo SD
482,Mziwabantu,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
483,Nieu-Bethesda,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
484,Police Academy,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
485,Prinsvale,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
486,Rietbron Clinic,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
487,Sawas Hosp,Eastern Cape,District Hospital,Cacadu DM,Camdeboo SD
488,Thembalesizwe,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
489,Umasizakhe,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
490,Union Street,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
491,Vera Barford,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
492,Victoria Street,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
493,Vuyolwethu,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
494,Willowmore Clinic,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
495,Willowmore Hosp,Eastern Cape,District Hospital,Cacadu DM,Camdeboo SD
496,Wongalethu,Eastern Cape,Clinic,Cacadu DM,Camdeboo SD
497,AD Keet,Eastern Cape,Clinic,Cacadu DM,Kouga SD
498,Addo Clinic,Eastern Cape,Clinic,Cacadu DM,Kouga SD
499,Bergsig,Eastern Cape,Clinic,Cacadu DM,Kouga SD
500,BJ Vorster Hosp,Eastern Cape,District Hospital,Cacadu DM,Kouga SD
501,Humansdorp Clinic,Eastern Cape,Clinic,Cacadu DM,Kouga SD
502,Humansdorp Hosp,Eastern Cape,District Hospital,Cacadu DM,Kouga SD
503,Imizamo Yetho,Eastern Cape,Clinic,Cacadu DM,Kouga SD
504,Joubertina CHC,Eastern Cape,Community Health Centre,Cacadu DM,Kouga SD
505,Kareedouw,Eastern Cape,Clinic,Cacadu DM,Kouga SD
506,Kirkwood Clinic,Eastern Cape,Clinic,Cacadu DM,Kouga SD
507,Krakeel Clinic,Eastern Cape,Clinic,Cacadu DM,Kouga SD
508,Kruisfontein,Eastern Cape,Clinic,Cacadu DM,Kouga SD
509,Kwazenzele,Eastern Cape,Clinic,Cacadu DM,Kouga SD
510,Loerie Clinic,Eastern Cape,Clinic,Cacadu DM,Kouga SD
511,Louterwater,Eastern Cape,Clinic,Cacadu DM,Kouga SD
512,Lukhanyiso,Eastern Cape,Clinic,Cacadu DM,Kouga SD
513,Masakhane (Hankey),Eastern Cape,Clinic,Cacadu DM,Kouga SD
514,Misgund,Eastern Cape,Clinic,Cacadu DM,Kouga SD
515,Moses Mabida,Eastern Cape,Clinic,Cacadu DM,Kouga SD
516,Paterson Clinic,Eastern Cape,Clinic,Cacadu DM,Kouga SD
517,Pellsrus,Eastern Cape,Clinic,Cacadu DM,Kouga SD
518,Sanddrif,Eastern Cape,Clinic,Cacadu DM,Kouga SD
519,St Francis Bay Clinic,Eastern Cape,Clinic,Cacadu DM,Kouga SD
520,Sundays Valley Hosp,Eastern Cape,District Hospital,Cacadu DM,Kouga SD
521,Thornhill,Eastern Cape,Clinic,Cacadu DM,Kouga SD
522,Twee Riviere Clinic,Eastern Cape,Clinic,Cacadu DM,Kouga SD
523,Albany Road,Eastern Cape,Clinic,Cacadu DM,Makana SD
524,Alexandria Clinic,Eastern Cape,Clinic,Cacadu DM,Makana SD
525,Alicedale,Eastern Cape,Clinic,Cacadu DM,Makana SD
526,Anglo African Str,Eastern Cape,Clinic,Cacadu DM,Makana SD
527,Assumption,Eastern Cape,Clinic,Cacadu DM,Makana SD
528,Bathurst Clinic,Eastern Cape,Clinic,Cacadu DM,Makana SD
529,Grahamstown FP,Eastern Cape,Clinic,Cacadu DM,Makana SD
530,Grahamstown TLC,Eastern Cape,Clinic,Cacadu DM,Makana SD
531,Joza,Eastern Cape,Clinic,Cacadu DM,Makana SD
532,Kenton-On-Sea,Eastern Cape,Clinic,Cacadu DM,Makana SD
533,Kwa-Nonqubela,Eastern Cape,Clinic,Cacadu DM,Makana SD
534,Kwa-Nonzwakazi,Eastern Cape,Clinic,Cacadu DM,Makana SD
535,M Terrace Clinic,Eastern Cape,Clinic,Cacadu DM,Makana SD
536,M Terrace TLC,Eastern Cape,Clinic,Cacadu DM,Makana SD
537,Marselle,Eastern Cape,Clinic,Cacadu DM,Makana SD
538,NG Dlukulu,Eastern Cape,Clinic,Cacadu DM,Makana SD
539,Nkwenkwezi,Eastern Cape,Clinic,Cacadu DM,Makana SD
540,Nolukhanyo,Eastern Cape,Clinic,Cacadu DM,Makana SD
541,P Alfred Clinic,Eastern Cape,Clinic,Cacadu DM,Makana SD
542,P Alfred Hosp,Eastern Cape,District Hospital,Cacadu DM,Makana SD
543,Pal 1,Eastern Cape,Clinic,Cacadu DM,Makana SD
544,Pal 2,Eastern Cape,Clinic,Cacadu DM,Makana SD
545,Raglan Road,Eastern Cape,Clinic,Cacadu DM,Makana SD
546,Raphael Centre,Eastern Cape,Clinic,Cacadu DM,Makana SD
547,Riebeeck East,Eastern Cape,Clinic,Cacadu DM,Makana SD
548,SANDF 6 SAI,Eastern Cape,Clinic,Cacadu DM,Makana SD
549,Settlers Day Hosp,Eastern Cape,Clinic,Cacadu DM,Makana SD
550,Settlers Hosp,Eastern Cape,District Hospital,Cacadu DM,Makana SD
551,Station Hill,Eastern Cape,Clinic,Cacadu DM,Makana SD
552,Tantyi,Eastern Cape,Clinic,Cacadu DM,Makana SD
553,DNH Ncedo Crisis,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
554,Dora Nginza Hosp,Eastern Cape,Regional Hospital,Nelson Mandela Metro Municipality,Nelson Mandela A SD
555,Govan Mbeki,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
556,Khanya,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
557,Kwamagxaki,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
558,Kwazakhele CHC,Eastern Cape,Community Health Centre,Nelson Mandela Metro Municipality,Nelson Mandela A SD
559,Kwazakhele Clinic,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
560,Lunga Kobese,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
561,Max Madlingozi,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
562,Motherwell CHC,Eastern Cape,Community Health Centre,Nelson Mandela Metro Municipality,Nelson Mandela A SD
563,Motherwell NU 11,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
564,Motherwell NU 2,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
565,Motherwell NU 8,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
566,N Brighton Clinic,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
567,Soweto,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
568,Thanduxolo,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
569,Tshangana,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
570,Veeplaas,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
571,Wells Estate,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
572,Zingisa,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
573,Zwide Clinic,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela A SD
574,Cuyler Youth Centre,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
575,Du Preez Street,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
576,Edamini,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
577,Gustav Lamour,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
578,Isolomzi,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
579,Joe Slovo,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
580,Kruisrivier,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
581,L Bam CHC,Eastern Cape,Community Health Centre,Nelson Mandela Metro Municipality,Nelson Mandela B SD
582,Lukhanyo,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
583,Mabandla,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
584,Middle Street,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
585,Nomangesi Jayiya,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
586,Park Centre,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
587,Rosedale CHC,Eastern Cape,Community Health Centre,Nelson Mandela Metro Municipality,Nelson Mandela B SD
588,Silvertown,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
589,Stow Road,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela B SD
590,Uitenhage Hosp,Eastern Cape,District Hospital,Nelson Mandela Metro Municipality,Nelson Mandela B SD
591,Algoa Park Clinic,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
592,Brister House,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
593,Central CHC,Eastern Cape,Community Health Centre,Nelson Mandela Metro Municipality,Nelson Mandela C SD
594,Central PE,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
595,Chatty,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
596,Gelvandale,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
597,Gqebera CHC,Eastern Cape,Community Health Centre,Nelson Mandela Metro Municipality,Nelson Mandela C SD
598,Harrower Rd,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
599,Helen Ward Well Baby,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
600,Helenvale,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
601,Industex Factory,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
602,Korsten CHC,Eastern Cape,Community Health Centre,Nelson Mandela Metro Municipality,Nelson Mandela C SD
603,Kwadwesi,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
604,L Grange Clinic,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
605,Livingstone Hosp,Eastern Cape,Regional Hospital,Nelson Mandela Metro Municipality,Nelson Mandela C SD
606,Lynette Louw Well Baby,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
607,Masakhane (NMMM),Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
608,Missionvale,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
609,New Brighton CHC,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
610,PE Prov Hosp,Eastern Cape,Regional Hospital,Nelson Mandela Metro Municipality,Nelson Mandela C SD
611,Schauderville,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
612,Trafalgar,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
613,Walmer 14th Clinic,Eastern Cape,Clinic,Nelson Mandela Metro Municipality,Nelson Mandela C SD
614,West End CHC,Eastern Cape,Community Health Centre,Nelson Mandela Metro Municipality,Nelson Mandela C SD
615,Baziya CHC,Eastern Cape,Community Health Centre,OR Tambo DM,King Dalindyebo SD
616,Civic Centre,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
617,Efata,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
618,Hlabatshane,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
619,Jalamba,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
620,Kambi,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
621,Lutubeni,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
622,Mahlungulu (KSD),Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
623,Mandela Acad Hosp,Eastern Cape,Regional Hospital,OR Tambo DM,King Dalindyebo SD
624,Mapuzi,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
625,Maxwele,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
626,Mbekweni CHC,Eastern Cape,Community Health Centre,OR Tambo DM,King Dalindyebo SD
627,Mpeko,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
628,Mpindweni,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
629,Mpunzana,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
630,Mqanduli CHC,Eastern Cape,Community Health Centre,OR Tambo DM,King Dalindyebo SD
631,Mqhekezweni,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
632,Mthatha Gateway,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
633,Mthatha Gen Hosp,Eastern Cape,Regional Hospital,OR Tambo DM,King Dalindyebo SD
634,Mthatha Imm Pool,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
635,Mthatha SANDF Clinic,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
636,Ncambele,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
637,Ndibela,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
638,Ngangelizwe CHC,Eastern Cape,Community Health Centre,OR Tambo DM,King Dalindyebo SD
639,Ngcengane,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
640,Ngcwanguba CHC,Eastern Cape,Community Health Centre,OR Tambo DM,King Dalindyebo SD
641,Ngqungqu,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
642,Ngwenya,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
643,Nqwathi,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
644,Ntlangaza,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
645,Ntshabeni,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
646,Ntshele,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
647,Nzulwini,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
648,Phakamile,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
649,Qokolweni,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
650,Qunu,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
651,Sangoni,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
652,Sitebe,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
653,SOS Clinic,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
654,Stanford Terrace,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
655,Tabase,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
656,Tshezi Clinic,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
657,Tyelebana,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
658,U Xongora,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
659,Wilo,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
660,Xhwili,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
661,Zidindi,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
662,Zitatele,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
663,Zitulele Gateway,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
664,Zitulele Hosp,Eastern Cape,District Hospital,OR Tambo DM,King Dalindyebo SD
665,Zwelichumile,Eastern Cape,Clinic,OR Tambo DM,King Dalindyebo SD
666,Caba,Eastern Cape,Clinic,OR Tambo DM,Mhlontlo SD
667,Ezingcuka,Eastern Cape,Clinic,OR Tambo DM,Mhlontlo SD
668,Gura,Eastern Cape,Clinic,OR Tambo DM,Mhlontlo SD
669,Kalankomo,Eastern Cape,Clinic,OR Tambo DM,Mhlontlo SD
670,L Gungululu,Eastern Cape,Clinic,OR Tambo DM,Mhlontlo SD
